job_title,keywords
digital marketing,"marketing operation, mba, customer retention, people management, risk analysis, chain restaurant, content creation"
operations manager,"windows, presentation skills, negotiation skills, planning and controlling change, operations management, microsoft powerpoint, engineering, project management, research, microsoft excel, microsoft word, english, c++, leadership, microsoft office, teamwork, team management, matlab, researching new technologies and alternative methods of efficiency, c, management, powerpoint, electronics, operation management, public speaking, negotiation, photoshop, process management, effective communicator, communication"
full stack developer,"code review, service orient architecture, web service, tdd, api gateway, socket io, web application, travis ci, new relic, wireless network, node js, css, aws lambda, front end, react redux, window server, api, business intelligence, html, object orient design, psd file, sso, project management, jwt"
full stack developer,"code review, service orient architecture, web service, tdd, api gateway, socket io, web application, travis ci, new relic, wireless network, node js, css, aws lambda, front end, react redux, window server, api, business intelligence, html, object orient design, psd file, sso, project management, jwt"
full stack developer,"code review, service orient architecture, web service, tdd, api gateway, socket io, web application, travis ci, new relic, wireless network, node js, css, aws lambda, front end, react redux, window server, api, business intelligence, html, object orient design, psd file, sso, project management, jwt"
executive director,"stakeholder management, policy development, strategic planning"
account executive,"financial service, consultative approach, customer service"
business development executive/manager,"financial service, consultative approach, customer service"
sales associate,"financial service, consultative approach, customer service"
software engineer/developer,"web 2 0, object orient programming, software engineering, computer programming, market research, com"
research analyst,"group therapy, com, training, art therapy, presentations, research, music, creative writing, team management, social media marketing, family therapy, content development, therapists, mental health, group training, management, counseling psychology, psychotherapy, social media, communication"
software engineer/developer,"microsoft excel, problem solve, visual basic, object orient design, xml, pl sql"
ui/ux designer,"human factor, back end, user interface, html, front end, seo, browser compatibility, css, web development, web application"
web developer,"human factor, back end, user interface, html, front end, seo, browser compatibility, css, web development, web application"
sales representative,"tax research, document preparation, front end, cash flow, inventory control, cash flow analysis"
business development executive/manager,"business development, sales, marketing, team management, pharmaceutical sales"
software engineer/developer,"application development, content development, process improvement, web portal, quality control, business planning, mba, business administration, information system, business process improvement, xml, management information system, css, business development, database development, business process, site analysis, master of business administration, html"
full stack developer,"application development, content development, process improvement, web portal, quality control, business planning, mba, business administration, information system, business process improvement, xml, management information system, css, business development, database development, business process, site analysis, master of business administration, html"
digital marketing,"critical appraisal, digital marketing, microsoft word, international business, business administration, master of business administration"
business consultant,"critical appraisal, digital marketing, microsoft word, international business, business administration, master of business administration"
sales associate,"genetic disorder, data extraction, machine learn, tcp ip, scada, lan, embed system, web design, composite application, drug resistance, anti money laundering, data structure, data analysis"
software engineer/developer,"genetic disorder, data extraction, machine learn, tcp ip, scada, lan, embed system, web design, composite application, drug resistance, anti money laundering, data structure, data analysis"
project manager,"tax law, employee benefit, customer service, adp"
customer success manager,"tax law, employee benefit, customer service, adp"
account executive,"tax law, employee benefit, customer service, adp"
business analyst,"human capital, microsoft excel, business administration, performance management"
business development executive/manager,"real estate development, public speak, human resource management, business development, public relation, crm, real estate, web page, secondary education, sustainable development, data collection, financial analysis, resource management, consumer sale, tourism management"
business development executive/manager,"real estate development, public speak, human resource management, business development, public relation, crm, real estate, web page, secondary education, sustainable development, data collection, financial analysis, resource management, consumer sale, tourism management"
software engineer/developer,"html, soap, fft, mean stack, css, c #, technical assistance, frequency domain, test case, api, aws certify cloud practitioner, hdfs, exploratory testing, smart pointer, ionic framework, domain registration, erp, microsoft project, code coverage, api, control panel, computer science, spring framework, root cause analysis"
software engineer/developer,"html, soap, fft, mean stack, css, c #, technical assistance, frequency domain, test case, api, aws certify cloud practitioner, hdfs, exploratory testing, smart pointer, ionic framework, domain registration, erp, microsoft project, code coverage, api, control panel, computer science, spring framework, root cause analysis"
software engineer/developer,"html, soap, fft, mean stack, css, c #, technical assistance, frequency domain, test case, api, aws certify cloud practitioner, hdfs, exploratory testing, smart pointer, ionic framework, domain registration, erp, microsoft project, code coverage, api, control panel, computer science, spring framework, root cause analysis"
software engineer/developer,"real time datum, system design, data infrastructure, development planning, organizational strategy, etl, apache druid, user experience, data stream, apache airflow, new relic, machine learn, server side, apache flink, apache spark, aws sagemaker, com"
business development,"com, agile methodology, change request, interface design, management process, user story, product management, requirement analysis, functional requirement, business intelligence, agile product management, business requirement, content management, task planning, customer development, hcm, extreme programming, competitive intelligence, stock market, e commerce, project estimation, business analysis"
product manager,"com, agile methodology, change request, interface design, management process, user story, product management, requirement analysis, functional requirement, business intelligence, agile product management, business requirement, content management, task planning, customer development, hcm, extreme programming, competitive intelligence, stock market, e commerce, project estimation, business analysis"
product manager,"com, agile methodology, change request, interface design, management process, user story, product management, requirement analysis, functional requirement, business intelligence, agile product management, business requirement, content management, task planning, customer development, hcm, extreme programming, competitive intelligence, stock market, e commerce, project estimation, business analysis"
business analyst,"com, agile methodology, change request, interface design, management process, user story, product management, requirement analysis, functional requirement, business intelligence, agile product management, business requirement, content management, task planning, customer development, hcm, extreme programming, competitive intelligence, stock market, e commerce, project estimation, business analysis"
product manager,"com, agile methodology, change request, interface design, management process, user story, product management, requirement analysis, functional requirement, business intelligence, agile product management, business requirement, content management, task planning, customer development, hcm, extreme programming, competitive intelligence, stock market, e commerce, project estimation, business analysis"
project engineer,"com, agile methodology, change request, interface design, management process, user story, product management, requirement analysis, functional requirement, business intelligence, agile product management, business requirement, content management, task planning, customer development, hcm, extreme programming, competitive intelligence, stock market, e commerce, project estimation, business analysis"
project engineer,"technical support, customer success, escalation management, product support, team management, account management, service strategy, project management"
systems analyst/consultant,"computer science, information technology, log analysis, service industry, algorithm design"
software engineer/developer,"computer science, information technology, log analysis, service industry, algorithm design"
marketing executive/manager,"digital marketing, customer service, gap analysis, advertising, business strategy, marketing communications, product management, marketing strategy, vis, strategy, competitive analysis, sales, point of sale, marketing, forecasting, marketing research, team management, target audience, brand loyalty, gsm, design studio, service delivery, mobile marketing, management, brand management, business development, public relations, marketing communication, talent acquisition, product design, go to market strategy, market research"
administrative assistant,"problem solve, business partner, time management, microsoft word, microsoft office"
operations manager,"reach, business development, customer service, public relation, support colleague, marketing strategy, business operation, com"
sales representative,"quality of service, sustainable business, social medium, supply chain, market datum, customer satisfaction, html, microsoft excel, public relation, customer service, supply chain management, business operation, global procurement, transportation management system, management system, internal market, inventory control, css"
sales associate,"customer satisfaction, listening skill, business to business, microsoft excel, customer experience"
sales associate,"customer satisfaction, listening skill, business to business, microsoft excel, customer experience"
marketing consultant,"social medium, e commerce, service provider, lead generation, payment service provider"
business development executive/manager,"business development, product marketing, sale management, target account, business model, product design, smart card, business cycle"
graphic designer,"process improvement, graphic art, print production, team management, security clearance, public relation, social medium marketing, leadership development, web banner, css, digital communication, medium strategy, social medium, technical information, public affair, content management, adobe creative suite, brand management, art direction, digital illustration, html, graphic design, visual design, digital medium, strategic communication"
network engineer,"process improvement, graphic art, print production, team management, security clearance, public relation, social medium marketing, leadership development, web banner, css, digital communication, medium strategy, social medium, technical information, public affair, content management, adobe creative suite, brand management, art direction, digital illustration, html, graphic design, visual design, digital medium, strategic communication"
graphic designer,"process improvement, graphic art, print production, team management, security clearance, public relation, social medium marketing, leadership development, web banner, css, digital communication, medium strategy, social medium, technical information, public affair, content management, adobe creative suite, brand management, art direction, digital illustration, html, graphic design, visual design, digital medium, strategic communication"
marketing consultant,"process improvement, graphic art, print production, team management, security clearance, public relation, social medium marketing, leadership development, web banner, css, digital communication, medium strategy, social medium, technical information, public affair, content management, adobe creative suite, brand management, art direction, digital illustration, html, graphic design, visual design, digital medium, strategic communication"
graphic designer,"process improvement, graphic art, print production, team management, security clearance, public relation, social medium marketing, leadership development, web banner, css, digital communication, medium strategy, social medium, technical information, public affair, content management, adobe creative suite, brand management, art direction, digital illustration, html, graphic design, visual design, digital medium, strategic communication"
business consultant,"strategic planning, contract management, business law, regulatory compliance, commercial law, case, international commercial law"
data scientist,"online advertising, code review, management system, flight software, operating system, data science, concept of operation, san, software architecture, real time operating system, software design, demand model, q learn, reinforcement learning, decision make, control system, pricing system, revenue management, big datum, machine learn algorithm, machine learn, demand forecasting, greenhouse gas"
engineering manager/project manager,"online advertising, code review, management system, flight software, operating system, data science, concept of operation, san, software architecture, real time operating system, software design, demand model, q learn, reinforcement learning, decision make, control system, pricing system, revenue management, big datum, machine learn algorithm, machine learn, demand forecasting, greenhouse gas"
systems analyst/consultant,"online advertising, code review, management system, flight software, operating system, data science, concept of operation, san, software architecture, real time operating system, software design, demand model, q learn, reinforcement learning, decision make, control system, pricing system, revenue management, big datum, machine learn algorithm, machine learn, demand forecasting, greenhouse gas"
project manager,"quality control, structural steel, tenant improvement"
engineering manager/project manager,"quality control, structural steel, tenant improvement"
project manager,"quality control, structural steel, tenant improvement"
project manager,"quality control, structural steel, tenant improvement"
project engineer,"quality control, structural steel, tenant improvement"
business analyst,"competitive analysis, supply chain, business case, value stream mapping, due diligence, business process, intellectual property, root cause analysis, leadership development, variance analysis"
management consultant,"competitive analysis, supply chain, business case, value stream mapping, due diligence, business process, intellectual property, root cause analysis, leadership development, variance analysis"
financial analyst,"competitive analysis, supply chain, business case, value stream mapping, due diligence, business process, intellectual property, root cause analysis, leadership development, variance analysis"
business development,"technical sale, customer support, automotive manufacturing, quality control, customer service, industrial gas"
marketing consultant,"public speak, shrink wrap, nail gun, expense report, microsoft window"
business development,"corrective maintenance, microsoft xp, token ring, graphic design, social medium marketing, control system, distribution amplifier, post production, ftp, customer satisfaction, live broadcast, workforce development, social medium, audio transcription, corporate video, information technology, ibm, public service, access control, world wide web, cms, spectrum analyzer, help desk support, gis, production equipment, edc, customer service, lan, simultaneous interpretation, public service announcement, health crisis, microsoft outlook, personal computer, system configuration, load and unload, technical support, cash register, systemic approach, com, mental health, cisco router"
digital marketing,"brand awareness, digital marketing, value proposition, customer journey mapping, email marketing, marketing strategy, com, content management, seo, digital medium, sale enablement, facebook ad, lifelong learning, social medium, strategic marketing, google analytic"
business development executive/manager,"visual merchandising, crm, brand architecture, eagle, com"
financial analyst,"trial balance, balance sheet, com, standard operating procedure, write off, help desk support, system migration, microsoft excel, account receivable, variance analysis, bank reconciliation, general ledger, fix asset management, financial accounting, acceptance testing, front office, asset management, fix asset, management accounting, case"
data analyst,"market trend, time series, arima, feature selection, etl, reach, sentiment analysis, logistic regression, information system"
data analyst,"market trend, time series, arima, feature selection, etl, reach, sentiment analysis, logistic regression, information system"
software engineer/developer,"objective c, integration testing, management system, api, change control, com"
business development executive/manager,"microsoft excel, vendor management, marketing strategy, microsoft word, event management, research, sales promotion, leadership, microsoft office, microsoft powerpoint, market research, real estate, management, lead generation, branding and identity, client relations"
business development executive/manager,"microsoft excel, vendor management, marketing strategy, microsoft word, event management, research, sales promotion, leadership, microsoft office, microsoft powerpoint, market research, real estate, management, lead generation, branding and identity, client relations"
business development,"microsoft excel, vendor management, marketing strategy, microsoft word, event management, research, sales promotion, leadership, microsoft office, microsoft powerpoint, market research, real estate, management, lead generation, branding and identity, client relations"
marketing executive/manager,"microsoft excel, vendor management, marketing strategy, microsoft word, event management, research, sales promotion, leadership, microsoft office, microsoft powerpoint, market research, real estate, management, lead generation, branding and identity, client relations"
business analyst,"digital marketing, html5, cloud migration, spring framework, debugging, mutual fund, money market, project management, css, software development, mockito, cloud technology, c++, javascript, microsoft office, crm, sql, team build, data analysis, client service, html, junit, business requirement, public cloud, code review, c, java, python, hibernate, business development, mba, revenue stream, cash management, php, e commerce, dbunit, linux, digital transformation, mysql"
product manager,"digital marketing, html5, cloud migration, spring framework, debugging, mutual fund, money market, project management, css, software development, mockito, cloud technology, c++, javascript, microsoft office, crm, sql, team build, data analysis, client service, html, junit, business requirement, public cloud, code review, c, java, python, hibernate, business development, mba, revenue stream, cash management, php, e commerce, dbunit, linux, digital transformation, mysql"
operations manager,"digital marketing, html5, cloud migration, spring framework, debugging, mutual fund, money market, project management, css, software development, mockito, cloud technology, c++, javascript, microsoft office, crm, sql, team build, data analysis, client service, html, junit, business requirement, public cloud, code review, c, java, python, hibernate, business development, mba, revenue stream, cash management, php, e commerce, dbunit, linux, digital transformation, mysql"
graphic designer,"digital marketing, print shop, brand awareness, social medium, e marketing, medium strategy, google analytic, marketing material, creative strategy, graphic design, google ad, logo design, seo, print design"
product manager,"solar panel, growth planning, reach, biological engineering, mobile app"
product manager,"solar panel, growth planning, reach, biological engineering, mobile app"
operations manager,"solar panel, growth planning, reach, biological engineering, mobile app"
business development,"e commerce, decision make, market research, social medium, performance monitor, business analytic, home care, brand management, personal care, vis, category management"
software engineer/developer,"aws kinesis, low latency, machine learn, com, code review, materialize view, data pipeline, time series, api, core service, software development"
it project manager,"art education, visual art, visual design, digital photography, non profit organization, contemporary art, mixed medium, photography portfolio"
sales associate,"asp net, domain drive design, com, erp, html, web service, xml, c #, xslt, asp net core"
business development,"health equity, google earth, research paper, economic growth, financial analysis, cash flow, business alliance, goal set, jewellery make"
software engineer/developer,"computer vision, facial recognition, machine learn, data science, object detection, web service, modern physics, computer programming"
software engineer/developer,"detail orient, asp net, ado net, uft, html, cloud computing, css, data structure"
sales manager,"market share, business development, cost structure, sale management, problem solve, need assessment, customer service, personality development, set appointment, inventory control, corporate governance, cold calling, service industry, inventory management, employee benefit, analytical thinking, target market, financial service"
it project manager,"window server, internet protocol, tcp ip, domain name system, dns, information technology, system support, internet protocol suite, health care industry"
business analyst,"back end, use case diagram, management process, system analysis, project management, product management, design specification, requirement specification, problem solve, requirement elicitation, stakeholder communication, time management, resource management, application architecture, system design, system requirement, detail orient, system requirement specification, business system, system integration, business analysis, data transformation"
management consultant,"back end, use case diagram, management process, system analysis, project management, product management, design specification, requirement specification, problem solve, requirement elicitation, stakeholder communication, time management, resource management, application architecture, system design, system requirement, detail orient, system requirement specification, business system, system integration, business analysis, data transformation"
mechanical engineer,"gas turbine, engineering drawing, fluid dynamic, product requirement, structural analysis, computational fluid dynamic, assembly drawing"
engineering manager/project manager,"gas turbine, engineering drawing, fluid dynamic, product requirement, structural analysis, computational fluid dynamic, assembly drawing"
project manager,"gas turbine, engineering drawing, fluid dynamic, product requirement, structural analysis, computational fluid dynamic, assembly drawing"
business development executive/manager,"project flow, bank reconciliation, financial management, data entry, cash flow, account payable"
software engineer/developer,"motion detection, batch processing, production support, object orient design, web service, aws batch, gcp, shell script, convolutional neural network, multiple model, resource allocation, machine learn, tdd, api, feature extraction"
project engineer,"oil and gas, project schedule, facility engineering, project engineering"
business development,"oil and gas, project schedule, facility engineering, project engineering"
project engineer,"oil and gas, project schedule, facility engineering, project engineering"
project engineer,"oil and gas, project schedule, facility engineering, project engineering"
project engineer,"oil and gas, project schedule, facility engineering, project engineering"
mechanical engineer,"oil and gas, project schedule, facility engineering, project engineering"
management consultant,"action orient, community development, mid range, workplace diversity, strategic planning, operational excellence, diversity and inclusion, business development"
business development executive/manager,"action orient, community development, mid range, workplace diversity, strategic planning, operational excellence, diversity and inclusion, business development"
administrative assistant,"action orient, community development, mid range, workplace diversity, strategic planning, operational excellence, diversity and inclusion, business development"
project engineer,"bill of quantity, as build drawing, engineering drawing, business analytic, construction engineering, project management, business education, financial analysis, progress report, military service, international business, market research, financial statement"
product manager,"design tool, gpu, p&l, product requirement, reference design, vhdl, fpga, ips, business development"
sales associate,"design tool, gpu, p&l, product requirement, reference design, vhdl, fpga, ips, business development"
marketing executive/manager,"digital marketing, real estate, crm, lead generation, social medium, market research"
product manager,"influencer marketing, content development, supply chain management, management system, business strategy, net framework, mba, marketing research, integration testing, business analytic, distribution management system, eagle, c #, system integration testing, test case, asp net, css, product innovation, supply chain, industry practice, order fulfillment, customer retention, erp, system integration, software testing, product marketing, functional specification, html, go to market strategy, project management, reach, ado net, product management, quality assurance, virtual training"
sales associate,"willingness to learn, organizational skill, customer service"
business analyst,"acceptance testing, social medium, pmo, linear algebra, technical support, design specification, progress report, solution delivery, simulation software, business continuity, business intelligence"
business development,"acceptance testing, social medium, pmo, linear algebra, technical support, design specification, progress report, solution delivery, simulation software, business continuity, business intelligence"
quality control/assurance manager,"program management, system design, process improvement, gis, pmo, front end, project management, focus group, project schedule, change management, content design, risk control, bank secrecy, act, quality assurance, icg, asset management, bank secrecy act"
marketing consultant,"program management, system design, process improvement, gis, pmo, front end, project management, focus group, project schedule, change management, content design, risk control, bank secrecy, act, quality assurance, icg, asset management, bank secrecy act"
business development,"waterfall methodology, critical thinking, artificial intelligence, security policy, project management, customer service, operation center, machine learn, user story, technical standard"
content writer,"industry 4 0, vehicle dynamic, sheet metal, operation research, all terrain vehicle, supply chain, industrial engineering, inventory management, manufacturing process"
sales associate,"reach, mba, material technology, gap analysis, physical education, cash flow, mutual fund, technology integration, strategic planning, inventory management, change management, secondary research, customer service, banking service, business statistic, cash flow management, financial service, retirement planning, market research, event planning, process integration, economic development, management training"
software engineer/developer,"quality assurance, unit testing, project planning, dry run, development planning, sqa, code review, ftp, fix, hp ux, supply chain, shell script, product requirement, source code, project management, product management, software development"
business analyst,"talent acquisition, employee relation, project management, ibm, real estate, business partner, wealth management, recruitment strategy"
software engineer/developer,"learn disability, act, computational chemistry, general chemistry, apply science, independent study, chemical engineering, group work"
graphic designer,"recommender system, artificial intelligence, machine learn, research paper, design management, international business, fuzzy set, knowledge discovery, international relation, big datum, social network, image processing, network analysis, web development, market research, computational intelligence"
mechanical engineer,"cut tool, total productive maintenance, additive manufacturing, oil and gas"
full stack developer,"project planning, digital asset, mern stack, interactive design, research and development"
full stack developer,"project planning, digital asset, mern stack, interactive design, research and development"
web developer,"project planning, digital asset, mern stack, interactive design, research and development"
business development,"relationship management, quality assurance, com, reach, customer relationship management, crm, customer retention, project management, customer satisfaction"
sales associate,"relationship management, quality assurance, com, reach, customer relationship management, crm, customer retention, project management, customer satisfaction"
account executive,"detail orient, microsoft excel, microsoft word, luxury good, account planning, tally erp"
product manager,"cae, business analytic, product line, automotive industry, solution design, product management"
software engineer/developer,"crc, embed system, pic microcontroller, logic analyzer, cmos, arm, assembly language, embed c, vhdl, communication protocol, pvd, shift register, design method, eeprom, system development, fpga"
business development executive/manager,"point of sale, art direction, business acumen, problem solve, print design, brand identity, social medium, public relation, customer service, e commerce, creative problem solve, style guide, multiple model, quality assurance"
sales associate,"point of sale, art direction, business acumen, problem solve, print design, brand identity, social medium, public relation, customer service, e commerce, creative problem solve, style guide, multiple model, quality assurance"
business development executive/manager,"account receivable, bloomberg terminal, fix income, capital market, customer service, high yield debt"
engineering manager/project manager,"food processing, mechanical engineering, research and development"
project engineer,"food processing, mechanical engineering, research and development"
systems analyst/consultant,"development testing, application development, agile methodology, web design, resource management, team management, spring boot"
software engineer/developer,"development testing, application development, agile methodology, web design, resource management, team management, spring boot"
software engineer/developer,"development testing, application development, agile methodology, web design, resource management, team management, spring boot"
sales manager,"e commerce, marketing channel, business development, mobile marketing, conversion marketing, quality control, content marketing, mobile app, target platform"
financial analyst,"software testing, production support, mba, regression testing, bollinger band, investment banking, capital market, agile project, middle office, suspicious activity report, management system, defect life cycle, configuration management, functional requirement, back end, quality assurance, fix, agile methodology, test strategy, customer service, trend line, equity derivative, test case, front office, order management system, alm, front end, prm, fix, static datum"
ui/ux designer,"front end, predictive analytic, internet of thing"
financial analyst,"account receivable, business intelligence, program management, legal research, microsoft excel, profitability analysis, workforce management, trend analysis, economic development, technical writing, revenue analysis, call center, health care industry"
business analyst,"account receivable, business intelligence, program management, legal research, microsoft excel, profitability analysis, workforce management, trend analysis, economic development, technical writing, revenue analysis, call center, health care industry"
business development,"franchise disclosure document, relationship management, legal research, process management, adaptive reuse, process analysis, real estate, management contract, project management, accounting system, land development, corporate accounting, expense management, team management, cost reduction, risk management"
software engineer/developer,"core java, html, machine learn, api, programming concept, mysql, code review, code refactoring, javascript, html, spring mvc, high education, version control, django, java, python, hibernate, web application"
management consultant,"start ups, com, microsoft powerpoint, keyword advertising, business strategy, research, product management, microsoft excel, strategy, analytics, microsoft word, microsoft office, marketing research, team management, data analysis, google analytics, management, java, market research"
content writer,"presentation skills, microsoft excel, creative writing, leadership, teamwork, hindi, communication"
executive director,"problem solve, six sigma methodology, supply chain management, management system, unpaid invoice, performance metric, activity monitor, request for proposal, cross functional collaboration, warehouse operation, contract management, research and development, inventory management, business excellence, public speak, strategic partnership, supply chain, database system, account payable, purchase requisition, erp, low density polyethylene, material management, performance review, contract review, data integrity, quality improvement, quality assurance, key performance indicator"
executive director,"presentation design, contract negotiation, mental health, talent management"
quality control/assurance manager,"application testing, software testing, html, agile methodologies, software testing life cycle, c, php, c#, information technology, service industry, test case, sql, manual testing, gui testing, load testing, regression testing, mobile application testing"
executive director,"manufacturing, kaizen, microsoft excel, new business development"
sales manager,"product marketing, reach, stakeholder management, team management, lead generation, product management, investor relation"
product manager,"product marketing, reach, stakeholder management, team management, lead generation, product management, investor relation"
sales associate,"ssi, manage care, front end, customer service, soap, back end"
software engineer/developer,"relationship management, service delivery, application development, spring boot"
management consultant,"seo, system architecture, email marketing, peer review, marketing operation, bit ly, marketing analytic, cloud technology, marketing automation, html editor, drug development, lead generation, organizational skill, social medium, campaign management, medium strategy, marketing strategy, web analytic, website management, business operation, lead management, technology strategy, demand generation, target account, project management, google analytic, technology integration, analytic application, google webmaster tool"
management consultant,"seo, system architecture, email marketing, peer review, marketing operation, bit ly, marketing analytic, cloud technology, marketing automation, html editor, drug development, lead generation, organizational skill, social medium, campaign management, medium strategy, marketing strategy, web analytic, website management, business operation, lead management, technology strategy, demand generation, target account, project management, google analytic, technology integration, analytic application, google webmaster tool"
buyer/supply chain/procurement manager,"search engine optimization, supply chain, marketing strategy, finish good, order fulfillment, project management, first aid, e commerce, purchase requisition, business system, microsoft excel, google sheet, scm, cpr, inventory control, military training"
account executive,"public relation, investor relation, corporate communication, economic development, merger and acquisition, strategic communication"
sales associate,"case law, procedure code, civil procedure"
sales associate,"case law, procedure code, civil procedure"
digital marketing,"mobile app, microsoft excel, mba, digital marketing, job description, customer service, seo, social medium advertising, e commerce, crm, online marketing, management, social media marketing, search engine optimization, social medium"
digital marketing,"mobile app, microsoft excel, mba, digital marketing, job description, customer service, seo, social medium advertising, e commerce, crm, online marketing, management, social media marketing, search engine optimization, social medium"
systems analyst/consultant,"mobile app, microsoft excel, mba, digital marketing, job description, customer service, seo, social medium advertising, e commerce, crm, online marketing, management, social media marketing, search engine optimization, social medium"
business analyst,"application development, real time datum, etl, apache kafka, big datum, analytical skill"
software engineer/developer,"application development, real time datum, etl, apache kafka, big datum, analytical skill"
executive director,"financial management, strategic alliance, gap analysis, organizational change, act"
software engineer/developer,"ionic framework, html, aws sagemaker, machine learn, css"
software engineer/developer,"ionic framework, html, aws sagemaker, machine learn, css"
project manager,"ionic framework, html, aws sagemaker, machine learn, css"
network engineer,"goal orient, information system, web service, business architecture, application architecture, web development, enterprise architecture, medical imaging, window server, operating system, information technology, database administration, lan, operation management"
data analyst,"ccna, sap business one, erp, crm, window server, active directory"
engineering manager/project manager,"quality assurance, energy technology, chemical engineering, environmental engineering, chemical process, research experience, petroleum engineering, environmental protection, biochemical engineering"
quality control/assurance manager,"quality assurance, energy technology, chemical engineering, environmental engineering, chemical process, research experience, petroleum engineering, environmental protection, biochemical engineering"
data scientist,"customer service, aerospace industry, cost reduction, inventory control, data science, credit report, business analytic, microsoft excel, financial analysis, microsoft azure, sound system, software development, linear algebra, social medium, business partner, unstructured datum, marketing strategy, set theory, flight testing, commercial aviation, statistical modeling, marketing mix, reach, machine learn"
quality control/assurance manager,"control system, application development, embed system, software architecture, medical device, mobile application development, software engineering, test drive development, communication system"
account executive,"work order, brand marketing, real estate, web page, social network, marketing material, radius, set cover, lead generation"
software engineer/developer,"theory of computation, production code, computational geometry, probability theory, spring boot, application framework, statistical modeling, restful api, database model, graph database"
web developer,"user interface, web design, customer service, responsive web design"
software engineer/developer,"user interface, architectural design, code complexity"
software engineer/developer,"user interface, architectural design, code complexity"
financial analyst,"microsoft excel, customer service, microsoft word, business administration, master of business administration"
business analyst,"market trend, supply chain, life skill, customer experience, brand positioning, constructive feedback"
business development,"competitive sale, contract negotiation, sale process"
project manager,"competitive sale, contract negotiation, sale process"
customer success manager,"big datum, business analytic, digital system, time management, technical writing, information system"
operations manager,"adobe illustrator, crm, performance appraisal, problem solve, safety standard, search engine optimization, customer relationship management, seo, team build, product strategy, customer service, supplier diversity, supply chain management, microsoft word, business strategy, mba, service provider, employee engagement, marketing communication, business administration, product line, warehouse operation, relationship management, business acumen, diversity management, microsoft excel, budget analysis, financial analysis, inventory management, operational excellence, adobe indesign, return on investment, css, business development, corporate strategy, vendor management, digital advertising, business partner, supply chain, experience design, reporting tool, marketing strategy, value proposition, adobe photoshop, interface design, contract negotiation, market analysis, copy edit, critical thinking, web page, html, information technology, project management, reach, graphic design, analytical skill, compliance requirement, quality assurance, customer experience"
sales manager,"operating systems, windows, microsoft excel, microsoft word, customer service, english, switch access, information technology, microsoft office, teamwork, semiconductors, management, powerpoint, electronics"
account executive,"operating systems, windows, microsoft excel, microsoft word, customer service, english, switch access, information technology, microsoft office, teamwork, semiconductors, management, powerpoint, electronics"
account executive,"operating systems, windows, microsoft excel, microsoft word, customer service, english, switch access, information technology, microsoft office, teamwork, semiconductors, management, powerpoint, electronics"
product manager,"crm, human service, p&l, health and human service, reach, business development"
software engineer/developer,".net, windows, data extraction, databases, lookup table, conceptual design, database management, c#, sql server reporting service, xml, sql server integration services, ssis, .net framework, physical design, asp.net, ole, blogging, microsoft office, custom function, sql, business intelligence, ssis, requirements analysis, html, text file, power bi, business requirement, sql server reporting services, store procedure, c, conditional formatting, tableau, etl, scatter plot, dimension table, development testing, microsoft sql server, fact table, programming, sql server analysis service, action filter, transact sql, user define function, sql server integration service"
mechanical engineer,"technical support, mechanical system, facility operation, cool system, security system, heat transfer, risk reduction, field testing, computer science, thermal management, compressed air, customer support, management system, strategic management, communication management, team build, production line, apply mechanic"
software engineer/developer,"data science, application development, business logic, team leadership, google play, human interface guideline, android application, customer experience, node js"
